sentence,sentiment
その後、教室に戻ると空気が妙に重かった,1
何人かの友達が何かを察したような顔をしていた,0
彼女とは目を合わせられなかった,1
授業中も内容が全く頭に入らなかった,1
窓の外ばかり見ていた,1
胸の奥がずっと重かった,1
「言わなきゃよかったのかな」と思った瞬間もあった,1
でも、それを否定する気持ちもどこかにあった,0
言わなかったら、もっとモヤモヤしていたかもしれない,1
結果がどうであれ、自分の気持ちに正直になれたことはよかったのかもしれない,2
それでも、心はしばらく痛みそうだった,2
放課後、彼女は友達と笑っていた,0
その笑顔を見て、少しだけ涙がにじんだ,0
自分はその輪に入る資格はないような気がした,1
家に帰ってからも、ずっと彼女の言葉が頭を巡っていた,1
「そういう風に見たことなかった」シンプルな言葉なのに、なぜこんなに重たいんだろう,1
ベッドに寝転んでも、なかなか眠れなかった,1
LINEを開いても、彼女とのやり取りは何もなかった,1
「もう、今まで通りには戻れないかもしれない」そんな不安がどんどん大きくなった,2
告白する前の関係がとても尊かったことに今さら気づいた,0
「友達のままでよかったのかもしれない」とも思った,2
でも、気持ちはどうしようもなかったんだ,0
誰かを好きになるって、簡単じゃない,2
だからこそ、この痛みも本物なんだろう,1
誰にも相談する気になれなかった,1
変に慰められたくなかった,2
ただ、今日はひとりでこの気持ちと向き合いたかった,0
音楽を聴いても、どれも胸に響きすぎてしまった,1
切ない歌詞が、自分の気持ちそのもだった,1
このまま永遠に片想いかもしれない,2
でも、それでも好きだったことに後悔はしていない,0
彼女の笑顔に何度も救われた,0
幸せを祈ることしかできない自分が少し悔しい,2
次に誰かを好きになるとき、もう少し強くなっていたい,0
でも今は、まだその気にはなれない,1
今日の出来事は、ずっと忘れられないと思う,0
優しい拒絶は、時に一番辛い,1
彼女の声も、表情も、頭に焼きついている,0
明日からも会うことはあるけれど、自然に振る舞えるか自信がない,1
でも時間が少しずつ癒してくれると信じたい,0
この想いが、きっと自分を大人にしてくれるはず,0
泣きたい夜は、今日だけで終わればいい,0
誰かを好きになるって、やっぱり尊いことなんだと思う,0
たとえ報われなくても、それだけで価値がある,0
この経験が無駄にならないように、自分の中で大事にしていこう,0
心が少し落ち着いて、ようやく眠気がやってきた,1
涙をこらえながら、明日の自分に期待して、そっと目を閉じた,0
朝、目覚めた瞬間から、体が重かった,1
眠ったはずなのに疲れが全然取れていなかった,2
会社に向かう足取りは、いつも以上に鈍かった,1
駅のホームで電車を待ちながら、ため息が止まらなかった,2
満員電車に押しつぶされるようにして乗り込んだ,1
誰もが疲れた顔をしていた,2
窓に映った自分の顔もひどかった,1
「もう限界かもしれない」そんな声が心の中に響いていた,0
職場に着いた瞬間、胃がキリキリと痛んだ,2
挨拶を交わしても、心がこもっていないのが自分でもわかった,1
デスクに座って、PCを立ち上げたけど、指が動かなかった,1
昨日終わらなかったタスクが山積みになっていた,1
部長の視線が気になって集中できなかった,2
「また遅れてるのか？」という言葉に心が萎えた,2
努力はしていたつもりだった,1
だけど、成果が伴わなければ意味がないと、何度も言われた,1
最近は、自分の存在価値すら見失いかけていた,1
昼休みにひとりで屋上に行った,1
空を見上げても、心は晴れなかった,0
「自分、何のために働いてるんだろう」その問いが頭から離れなかった,0
昔はやりがいを感じていた気がする,0
でも今は、仕事が終わっても何も残らない,1
毎日がただの消耗戦だった,2
上司との相性も悪く、指示も曖昧で振り回されてばかりだった,2
同僚ともギクシャクして、相談する相手がいなかった,2
雑談の輪にも入れず、孤独感ばかりが募っていた,2
会議では意見を言う勇気もなくなっていた,0
何を言っても否定される気がしていた,1
心のどこかで、「もう辞めたい」と思っていた,2
でも、言い出せなかった,1
社会人としての責任を果たさないといけないと思っていた,1
転職先も決まっていない,1
家族や友人にどう説明するかも悩んでいた,1
けれど今日、ついに決断した,1
午後の会議で、また理不尽な言葉を浴びせられた,2
「君はやる気が感じられない」その一言で、なにかがプツンと切れた,2
やる気は、もうとっくに擦り切れていた,0
会議室を出た後、涙をこらえるのに必死だった,1
トイレに駆け込んで、しばらく鏡を見つめていた,1
「こんな自分、嫌だな」と思った,2
だけど、もう我慢はやめようと思った,2
上司の目を気にするのも、周りに合わせるのも限界だった,2
その日のうちに、人事部に相談した,1
「退職を考えています」と言う声は震えていた,2
でも、その瞬間少しだけ心が軽くなった,1
人事の担当者は驚いていたが、否定はしなかった,1
「ゆっくり考えていいですよ」と言ってくれた,0
その優しさに涙が出そうになった,1
帰り道、街の灯りがいつもより優しく見えた,1
明日からのことは不安しかなかった,1
でも、もうこのまま壊れるよりはましだった,2
自分の人生を取り戻したいと思った,0
帰宅して、家族に話す勇気はまだ出なかった,0
部屋でひとり、布団にくるまって考えていた,1
「本当にこれでよかったのか」「甘えなんじゃないか」そんな自己否定の声が頭をよぎった,2
だけど、体と心がこれ以上続けられないと叫んでいた,1
何もしていないのに涙が出てきた,1
明日も出勤しなければいけないと思うと苦しかった,2
でも、その先に自由があると信じたい,0
逃げじゃなくて、前に進む選択だと信じたかった,0
SNSで同じような経験をした人の投稿を読んで救われた,0
「辞めてよかった」「心が軽くなった」そんな言葉が今の自分を支えてくれた,2
退職するのは簡単なことじゃない,2
でも、心と体を壊す前に動き出してよかったと思いたい,1
次の仕事がすぐに見つかる保証はない,2
だけど、少なくとも今よりマシな日々を送りたい,1
少しずつ、前を向いていこうと思う,1
自分を責めるのはもうやめよう,1
今日の涙は、きっと再スタートのサイン,1
無理に元気にならなくてもいい,0
ただ、これからの自分を大切にしたい,0
心が泣いていた日々に、ちゃんと終わりを告げよう,0
いつかこの選択が正しかったと胸を張って言えるように,1
新しい道が、ほんの少しでも明るいことを願って,0
今はまだ不安の方が大きいけど、前を向くための一歩として,1
きっとまた笑える日がくるはずだから,1
今日は、なんだか心が重かった,2
昨日から続いている友人との微妙な空気が、今日も解消されなかった,0
彼とは中学からの付き合いで、何でも話せる存在だった,0
でも最近は、ちょっとしたことで言葉の端々が刺さるようになった,2
朝、いつものように挨拶したけど、向こうは目を合わせようとしなかった,1
それが何よりショックだった,2
昨日、僕が冗談半分で言った言葉が彼を傷つけたのかもしれない,1
でもそれを本人に直接聞く勇気が持てなかった,0
昼休みも、彼は他のグループと一緒にいた,0
その姿を見るだけで、胸の奥がズキズキした,1
一緒に笑い合っていたあの頃が嘘のように感じる,0
LINEも既読がついたまま、返事はなかった,0
既読無視というわけではないけれど、何か距離を感じる,1
授業中も彼のことばかり考えて集中できなかった,1
自分の発言がどれだけ相手に影響を与えるか、考えが甘かったと反省した,1
でも、謝るタイミングを逃してしまった,1
放課後、教室に残っていたけど彼はすぐに帰ってしまった,1
声をかけようとしても、足がすくんだ,1
帰り道、一人で歩くのがこんなに寂しいと思ったのは久しぶりだった,2
いつもなら一緒に歩いていた道が、今日はやけに長く感じた,0
道端の落ち葉が風に舞う音だけが耳に残った,1
夕焼けがやけに綺麗で、それが逆に切なさを強調した,1
家に着いても、ずっとため息ばかりついていた,2
母に「どうしたの？」と聞かれても、答えられなかった,1
自分でも、どうしてこうなったのか分からなかった,1
机に向かっても、勉強は手につかなかった,1
彼の笑顔が頭の中で何度も浮かんだ,0
「ごめん」と一言言えば、変わるのだろうか,1
でも、許してくれる保証はない,2
怖いのは、そのまま友達じゃなくなること,0
一度壊れた関係は、元に戻らないのかもしれない,2
SNSを見ると、彼が別の友達と楽しそうにしている写真があった,0
その写真を見た瞬間、胸が締めつけられた,1
僕がいない場所で彼は笑っている,1
それがどうしようもなく悲しかった,2
でも、それは僕の自業自得かもしれない,0
感情をうまく伝えられない自分に腹が立った,2
でも、後悔しても時間は戻らない,0
夜になっても、彼からの返信は来なかった,0
スマホを握りしめて、ため息をついた,2
「明日こそは話そう」と自分に言い聞かせた,0
だけど心の奥では、また逃げてしまうかもしれないという不安があった,2
人と人の関係は、こんなにももろいのかと実感した,1
でも、諦めたくなかった,2
このまま終わらせるなんて、嫌だった,2
自分の弱さが情けなかった,2
もっと素直に「ごめん」と言える人間になりたいと思った,0
夜、布団に入ってもなかなか眠れなかった,1
目を閉じると、彼との楽しかった日々が浮かんでくる,0
それが余計に今の関係を際立たせて苦しくなった,2
音楽を流して気を紛らわせようとしたが、気持ちは変わらなかった,0
涙が自然と溢れてきた,1
自分でも驚いたけど、涙を流すことで少しだけ気持ちが軽くなった,0
明日は勇気を出して、ちゃんと向き合おうと思った,0
後悔するより、やってみる方がいい,1
「ごめん」と伝えて、彼の返事を待とうと思う,0
もし許してくれなくても、それはそれで受け止めよう,1
でも、そのためにまず行動しなければならない,2
今日一日を無駄にしないためにも,0
眠れない夜は、心の整理をする時間でもある,1
感情は抑えるより、受け入れた方がいい,0
そんなことを考えながら、ようやく眠気が訪れた,2
夢の中では、また彼と笑い合っている自分がいた,0
目覚めたとき、少しだけ気持ちが前向きになっていた,0
心が重くても、行動すれば少しは変えられると信じたい,1
友人との関係は、簡単には諦めたくない,2
そんな強い思いを胸に、また今日が始まった,1
教室に入ると、彼がちょうど席についたところだった,1
一瞬、目が合った,0
彼も少し戸惑ったような顔をしていた,2
でも、今しかないと思って僕は声をかけた,1
「昨日のこと、ちょっと話せる？」彼は驚いたような表情だったけど、無言でうなずいた,1
放課後、校舎裏のベンチで僕らは久しぶりに向かい合った,1
お互いに、たまっていた気持ちを吐き出した,1
彼も実は、僕の態度に戸惑っていたらしい,2
思っていたよりも、話はすんなり進んだ,1
「気にしてたんだな」って笑って言われたとき、涙が出そうになった,1
なんだ、もっと早く話せばよかった,1
そう思った,1
でも、こうしてまた向き合えたことに感謝した,0
人との関係は、誤解から簡単に壊れてしまうけれど、言葉と勇気で修復できる可能性もある,1
それを今日は実感した,1
すれ違っても、また歩み寄れる,1
そのためには、まず「ごめんね」の一言が大切なんだと思う,0
今日は、朝からずっと気分が晴れなかった,0
昨日の夜に母と口論になったのが原因だ,2
たった一言の言い合いが、こんなにも尾を引くとは思っていなかった,1
僕は自分の意見を主張したつもりだった,1
だけど、母にとってはそれが反抗に映ったらしい,2
「そんな言い方しかできないの？」と冷たく言われた言葉が今も頭から離れない,1
本当は傷ついていた,1
だけど、それを素直に伝えることもできなかった,0
朝起きてリビングに行ったとき、母は無言だった,1
お互いに目を合わせず、ただ時間だけが過ぎた,1
朝ごはんも、いつものような雰囲気ではなかった,0
食卓に置かれた味噌汁がいつもよりぬるく感じた,1
何かを言いかけたけど、声が出なかった,1
「いってきます」と言うのがこんなに難しいなんて,1
返事はなかった,0
その無言の圧が、何よりも心に刺さった,2
学校への道がやけに静かだった,1
友達の何気ない話にも、心から笑えなかった,0
先生にあてられても、うまく答えられなかった,0
ずっと頭の中がもやもやしていた,2
昼休み、スマホを見ても母からの連絡はなかった,1
いつもなら「夜ご飯何がいい？」なんて聞いてくるのに,0
その小さな変化が、僕の胸を締めつけた,1
悪いのは僕かもしれない,0
でも、なぜこんなに距離ができてしまったんだろう,1
思春期という言葉で片付けたくなかった,1
僕は僕なりに、母とちゃんと向き合いたいと思っていた,0
でも、その気持ちは伝わっていなかった,0
帰り道、風が強くて、イヤホンから流れる音楽がかき消された,2
心も風に吹き飛ばされそうだった,1
家に帰ると、母の靴が玄関にあった,1
リビングのドアを開けると、母はテレビを見ていた,1
僕を見ても、何も言わなかった,1
その視線が、冷たく感じた,2
「ただいま」と言ったけど、小さな声だった,1
母はテレビのボリュームを少し下げたけど、返事はなかった,1
それが余計に苦しかった,2
部屋にこもって、ひたすら天井を見つめていた,1
謝るべきなのはわかってる,1
でも、どう伝えればいいかが分からなかった,0
夕飯の時間になっても、声はかからなかった,1
キッチンから聞こえる鍋の音が、無性に悲しかった,2
食卓には僕の分のご飯が置かれていた,1
その優しさに、余計に胸が痛んだ,2
でも、隣に座る勇気が出なかった,0
結局、自分の部屋でひとりで食べた,1
味がしなかった,0
母の料理は、いつもならあたたかく感じるのに,1
今日は、ただの栄養にしか思えなかった,0
食べ終わっても、会話はなかった,1
テレビの音だけが家に響いていた,1
「なんであんな言い方したんだろう」と何度も思った,1
母も、きっと悲しかったのかもしれない,0
僕の一言で傷ついたのかもしれない,1
それを想像するだけで、泣きそうになった,1
けれど、泣いても何も変わらないと思った,1
夜、母が洗濯物を干している音が聞こえた,1
手伝おうと思ってリビングに出たけど、何も言えなかった,1
ただ、遠くからその背中を見ていた,1
母は少し疲れたように見えた,2
その姿が、妙に小さく見えた,1
いつも強くて、何でもできる人だと思っていたのに,1
人間らしさを、改めて感じた,1
「ごめんね」と声をかけたくて、何度も口を開いたけど言葉が詰まった,2
夜中になっても、気持ちは落ち着かなかった,0
日記に気持ちを書き出して、少しだけ整理できた,0
感情はぶつけるものじゃなくて、伝えるものだと気づいた,1
それを、母に伝えたい,1
でも、まだ怖い,1
許してもらえなかったらと思うと、足がすくむ,1
でも、何もしないままじゃ、関係は変わらない,1
明日の朝こそは、ちゃんと向き合いたい,0
「おはよう」から始めよう,1
それだけでも、何か変わるかもしれない,1
母とまた笑い合いたい,0
昔みたいに、他愛のない話がしたい,1
家の中に、優しい空気を取り戻したい,1
一歩を踏み出す勇気が、自分にはあると信じたい,0
母は、たぶん待っていてくれる,1
その想いを裏切りたくない,2
言葉にするのは難しいけど、気持ちは本物だ,0
だからこそ、逃げたくない,1
親子って、近いからこそぶつかるものだと思う,2
でも、それだけ大切な存在という証拠だ,0
少しずつでもいいから、前に進みたい,0
今日の後悔を、明日の行動に変えたい,1
そして、また温かい食卓を囲みたい,1
最近、将来のことを考える時間が増えた,0
何もかもが不透明で、どこへ向かっているのか分からなくなる,2
子どもの頃は、大人になったら自然と道が開けると思っていた,1
だけど、実際には何一つ確かなものなんてなかった,1
毎日、なんとなく学校に通って、授業を受けて、帰ってくる,1
そんな日々の中で、ふと立ち止まると強烈な不安に襲われる,2
自分は何がしたいのか、何ができるのか、分からない,1
夢はあったはずなのに、それが本当に叶うのか疑ってしまう,1
周りの人は目標に向かって頑張っているように見える,0
それに比べて自分は足踏みばかりしている気がする,2
進んでいるようで、実は止まっている,1
「大丈夫」と自分に言い聞かせても、胸の奥はざわついたままだ,0
親は応援してくれているけど、心のどこかで期待も感じる,0
その期待に応えられる自信がない,2
時々、自分の存在価値すら見失いそうになる,1
「何のために生きているんだろう」と思う瞬間がある,0
そんなことを考える自分に嫌気が差す,2
もっと前向きに生きたいのに、心がついてこない,1
将来のために努力するべきだと分かっている,0
でも、何に努力を注げばいいのかが曖昧で、行動に移せない,2
やる気が出たと思った翌日には、それが消えてしまう,0
波のように押し寄せる不安に翻弄されてばかりいる,2
ニュースで同年代が活躍している話を見るたびに、焦りが募る,1
自分だけが置いていかれている気がして、胸が苦しくなる,2
SNSでもみんな楽しそうで、輝いて見える,0
それと比べて、僕の人生は何て地味なんだろう,1
無力感に襲われて、ベッドから出られない朝もある,0
「これじゃだめだ」と思っても、体が動かない,1
頭では分かっているのに、心がついてこない,1
将来の夢を語ることが、怖くなった,0
馬鹿にされたらどうしよう、笑われたらどうしよう,2
そんな臆病な自分に腹が立つ,2
かっこ悪いけど、これが今の僕の本音だ,2
「将来のことは今決めなくていいよ」と言われても安心できない,0
いつか本気で向き合わなきゃいけないことは分かってる,2
でも、それが“いつか”では済まされなくなってきている,1
時間は待ってくれない,1
何かを選ばなければ、何も始まらないことも知っている,1
それでも選べない自分がいる,2
選ぶことで、何かを失う気がする,2
選択肢を絞ることが怖い,1
もし間違えたらどうしようと思ってしまう,1
将来に対して明るいイメージが持てない日もある,1
“希望”という言葉が、時に重く感じる,0
努力すれば報われるとは限らないことも知ってしまった,1
現実はいつも、理想よりも厳しい,0
その事実が、夢を見ることを躊躇させる,1
それでも、夢を捨てたくない気持ちはある,0
小さな希望の火が、心の奥でかすかに揺れている,0
その火が消えないうちに、何かを始めたい,1
でも、怖くて動けない,2
友達に相談しようとして、やめたことが何度もある,0
弱さを見せるのが、怖い,1
自分をしっかり持っているように見せたい,0
でも、本当は誰かに助けてほしい,1
そう言える勇気があれば、少しは楽になるのかもしれない,2
ノートに自分の気持ちを書き出してみた,0
少しだけ整理がついた気がする,1
不安を抱えているのは、自分だけじゃないはず,0
そう思えるだけでも、少し心が軽くなる,1
毎日、ほんの少しでも前に進めたらいい,0
完璧じゃなくていい,0
迷いながらでも、進むことに意味がある,1
将来はまだ形がない,2
だからこそ、自分で形作っていける,1
その自由さに、少しだけ希望を感じた,0
きっと、どこかに僕の居場所があるはず,1
それを信じて、今日も一歩を踏み出す,0
何度転んでも、また立ち上がりたい,2
焦らなくていい、比べなくていい,0
僕のペースで進めばいい,0
明日もまた、不安と共に目を覚ますかもしれない,1
でも、その不安に飲み込まれないようにしたい,0
未来は誰にも見えない,2
だからこそ、今をどう生きるかが大事なんだと思う,0
自分を責めることより、認めることを覚えたい,0
努力できない日があっても、自分を嫌いにならないでいたい,0
今日の自分が、明日の自分をつくる,0
そう信じて、少しずつ前に進む,0
たとえ小さな一歩でも、それは確かな前進,0
きっと大丈夫,0
そう言える日が、いつか来ると信じている,0
最近、人間関係にものすごく疲れている,2
誰かと話すたびに、どこか気を遣っている自分がいる,1
本音を隠して、表情を作るのが当たり前になってきた,0
「うん、わかるよ」って言いながら、心の中では違うことを考えてる,1
そんな自分が嫌になる,2
でも、正直になれば空気が壊れる気がして、怖い,1
周りに合わせて笑ってる時間が増えた,1
帰り道、一人になると、どっと疲れが押し寄せる,2
会話の内容なんて、もうあまり覚えていない,1
ただ「嫌われないように」ってことだけ考えていた気がする,0
いつからこんな風になったんだろう,1
もっと自然体でいられる関係がほしい,0
でも、そういう人に出会えるのは奇跡に近い,0
「疲れた」と言ったら、わがままと思われそうで言えない,0
誰も責めてこないのに、自分で自分を責めてる,1
「いい人」でいることが、こんなに苦しいなんて,1
無理してまで繋がってる意味ってなんだろう,1
会いたくないと思う日もあるのに、誘われたら断れない,1
「忙しいから」って嘘をつく自分が情けない,2
断って距離ができたら、それはそれで不安になる,2
結局、どっちに転んでもストレスがたまる,2
みんなが楽しそうにしてる中で、自分だけ浮いてる気がする,0
それでも頑張って合わせて、疲れ果ててる,1
一人でいる方が楽なのに、ずっと一人も寂しい,1
矛盾だらけの気持ちに、自分でも混乱している,2
LINEの通知が鳴るたびに、心臓がキュッと縮まる,1
誰かからのメッセージが、プレッシャーに感じる,2
既読スルーしたらどう思われるか気にしてしまう,1
だから無理して返信して、また疲れる,2
SNSも同じ,1
他人の投稿を見て落ち込む自分が嫌いだ,2
みんなキラキラしてて、自分だけが取り残されてる気がする,1
いいねの数で、自分の価値を測る癖がついてしまった,0
そんなもの、どうでもいいはずなのに,0
スマホを見ない日を作りたいけど、結局開いてしまう,1
依存してるのか、縛られてるのか、もう分からない,0
たまにすべての人間関係を断ち切りたくなる,0
知らない街に引っ越して、誰とも関わらずに暮らしてみたい,1
でも、そんな勇気はない,2
孤独になるのが怖いくせに、誰かといるのも辛い,2
どうすれば楽になれるのか、見当もつかない,2
優しい言葉が、時には重荷になる,2
励まされると、返さなきゃいけない気がして焦る,2
「無理しないでね」って言葉にすら、プレッシャーを感じる,1
誰かの気持ちを傷つけないように、と考えすぎて動けなくなる,0
たまには「放っておいてほしい」って思う,1
でも、それを伝える術がない,1
自分の気持ちを言葉にするのが怖い,0
相手を否定してるように受け取られたらどうしようって思ってしまう,1
いつからこんなにビクビクするようになったんだろう,1
もっと自分勝手でもよかったのかもしれない,0
だけど、今さら自分を変えるのも難しい,1
「いい子」でい続けた代償が、今になって返ってきてる,1
それでも誰かに必要とされたいと思ってる自分がいる,1
矛盾してて、苦しい,2
ただ一緒にいて、何も話さなくても落ち着く人がいればいい,0
無理に盛り上げなくても、沈黙が気まずくない関係がほしい,0
それだけで救われる気がする,0
人との距離感って難しい,1
近すぎても疲れるし、遠すぎても不安になる,2
理想的な距離感がわからないまま、大人になってしまった,1
昔の自分は、もっと人付き合いが得意だった気がする,0
だけど、それはただ我慢してただけだったのかもしれない,1
今はもう、我慢する体力が残っていない,2
それでも、完全に人を嫌いになれない,1
心のどこかで、誰かに寄りかかりたいと思ってる,1
でも、寄りかかる勇気もない,2
どうしようもなく不器用な自分が、嫌でたまらない,2
気づけば、ため息ばかりついてる,2
その音に、自分の限界を感じる,2
このままじゃいけないって、分かってる,1
でも、どうすればいいのか分からない,2
誰かに頼りたい,1
でも、頼ることができない,1
堂々巡りの毎日に、心がすり減っていく,1
少しだけでいい、心を許せる人がいればと思う,0
何も考えずにいられる場所がほしい,1
優しさを与える前に、自分が癒されたい,0
疲れてるって、ちゃんと口に出したい,1
誰にも迷惑かけないで、ただそっと抱きしめてほしい,0
そんな風に思ってしまう自分は、甘えてるのだろうか,1
でも、もう少しだけ、このままでいたい,1
無理に前を向かなくても、いいよって言ってほしい,2
明日もまた、誰かの顔色を伺ってしまうかもしれない,2
でも、いつかはきっと、心から笑える日が来ると信じたい,0
